date,state,positive,negative,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,death,total_test_results
17-05-2020,AK,396,34255,13,,,,,,344,B,10,34651
17-05-2020,AL,11771,144579,460,1392,,504,,296,,B,488,156350
17-05-2020,AR,4759,80426,65,520,,,9,101,3590,A,98,85185
17-05-2020,AS,0,105,,,,,,,,C,0,105
17-05-2020,AZ,13937,137824,796,2703,337,,201,,3450,A+,680,151761
17-05-2020,CA,78839,1156404,4291,,1293,,,,,B,3261,1235243
17-05-2020,CO,21633,103915,650,3866,,,,,3346,A,878,125548
17-05-2020,CT,37419,133188,937,10946,,,,,6264,B,3408,170607
17-05-2020,DC,7123,29403,369,,,,74,,1023,A,383,36526
17-05-2020,DE,7670,33195,229,,,,,,3478,B,392,40865
17-05-2020,FL,45588,606204,,8478,,,,,,A+,2049,651792
17-05-2020,GA,37701,313474,1010,6790,,1557,,,,A+,1606,351175
17-05-2020,GU,154,4450,,,,,,,126,C,5,4604
17-05-2020,HI,639,41035,,82,,,,,572,B,17,41674
17-05-2020,HI,639,41035,,82,,,,,572,B,17,41674
17-05-2020,IA,14651,85590,376,,124,,85,,7154,A+,351,100241
17-05-2020,ID,2419,34253,26,213,,89,,,1612,B,73,36672
17-05-2020,IL,94191,487753,4190,,1144,,735,,,A,4177,581944
17-05-2020,IN,27778,149465,1246,4389,441,990,205,,,A+,1751,177243
17-05-2020,KS,7886,53706,,724,,246,,112,443,A,172,61592
17-05-2020,KY,7688,121997,381,1896,218,797,,,2768,A+,334,129685
17-05-2020,LA,34432,230738,1019,,,,111,,22608,B,2491,265170
17-05-2020,MA,86010,374816,2597,8539,702,,,,,A+,5797,460826
17-05-2020,MD,38804,156122,1460,6993,562,,,,2816,B,2090,194926
17-05-2020,ME,1687,22092,37,216,16,,11,,1028,B,70,23779
17-05-2020,MI,58278,363548,1114,,488,,434,,28234,A+,5396,421826
17-05-2020,MI,58278,363548,1114,,488,,434,,28234,A+,5396,421826
17-05-2020,MN,18016,153069,487,2090,221,716,,,10175,A+,731,171085
17-05-2020,MO,10789,135466,775,,,,116,,,B,594,146255
17-05-2020,MP,21,3318,,,,,,,12,D,2,3339
17-05-2020,MS,11296,101830,608,1773,158,,81,,6268,A,521,113126
17-05-2020,MT,468,26417,3,63,,,,,431,B,16,26885
17-05-2020,NC,18512,230432,493,,,,,,9115,A,659,248944
17-05-2020,ND,1900,53321,30,130,,,,,1178,C,35,55221
17-05-2020,NE,10220,55420,,,,,,,,C,123,65640
17-05-2020,NH,3556,41196,115,347,,109,,,1258,B,171,44752
17-05-2020,NJ,146334,341231,3411,,1030,,819,,23299,A+,10356,487565
17-05-2020,NM,5857,122727,208,886,,,,,1739,C,259,128584
17-05-2020,NV,6857,73780,423,,105,,65,,272,B,375,80637
17-05-2020,NY,350121,1063275,5897,86575,1981,,1601,,61381,A,22619,1413396
17-05-2020,OH,27923,236539,914,4921,343,1305,230,,,B,1625,264462
17-05-2020,OK,5310,118162,180,880,73,,,,3983,A+,288,123472
17-05-2020,OR,3623,90733,156,703,37,,16,,1406,A+,137,94356
17-05-2020,PA,62234,270670,1821,,,,422,,,C,4418,332904
17-05-2020,PA,62234,270670,1821,,,,422,,,C,4418,332904
17-05-2020,PR,2646,,150,,24,,5,,,C,123,2646
17-05-2020,RI,13040,79768,260,1418,64,,45,,972,A+,499,92808
17-05-2020,SC,8816,111670,,1421,,,,,5076,A,380,120486
17-05-2020,SD,3987,24572,77,312,,,,,2724,B,44,28559
17-05-2020,TN,17388,307892,513,1482,,,,,9652,A,298,325280
17-05-2020,TX,47784,602571,1512,,,,,,27570,A,1336,650355
17-05-2020,UT,7238,163514,181,586,,196,,84,4075,B,80,170752
17-05-2020,VA,30388,159973,1524,5517,379,,195,,3993,A+,1009,190361
17-05-2020,VI,69,1278,,,,,,,61,C,6,1347
17-05-2020,VT,940,22974,14,,,,,,810,B,54,23914
17-05-2020,WA,19991,252780,168,,52,,,,,A,1000,272771
17-05-2020,WI,14257,139674,543,2038,129,494,,,6542,A+,453,153931
17-05-2020,WI,14257,139674,543,2038,129,494,,,6542,A+,453,153931
17-05-2020,WV,1490,74000,48,,11,,7,,919,B,67,75490
17-05-2020,WY,754,16331,8,70,,,,,498,B,8,17085
18-05-2020,AK,399,35212,9,,,,,,345,B,10,35611
18-05-2020,AL,12086,145037,536,1416,,512,,302,,B,489,157123
18-05-2020,AR,4813,80426,77,530,,,12,101,3645,A,100,85239
18-05-2020,AS,0,105,,,,,,,,C,0,105
18-05-2020,AZ,14170,142303,820,2757,329,,200,,3570,A+,686,156473
18-05-2020,CA,80430,1212242,4391,,1325,,,,,B,3302,1292672
18-05-2020,CO,21938,106557,650,3872,,,,,3346,A,878,128495
18-05-2020,CT,38116,139563,920,10946,,,,,6264,B,3449,177679
18-05-2020,DC,7270,30555,374,,,,70,,1028,A,392,37825
18-05-2020,DE,7869,34589,240,,,,,,3545,B,399,42458
18-05-2020,FL,46442,629970,,8553,,,,,,A+,2073,676412
18-05-2020,GA,38081,326208,1025,6916,,1565,,,,A+,1642,364289
18-05-2020,GU,154,4569,,,,,,,126,C,5,4723
18-05-2020,HI,640,41405,,82,,,,,573,B,17,42045
18-05-2020,HI,640,41405,,82,,,,,573,B,17,42045
18-05-2020,IA,14955,88193,382,,121,,85,,7324,A+,355,103148
18-05-2020,ID,2419,34253,30,213,,89,,,1612,B,73,36672
18-05-2020,IL,96485,506756,4120,,1096,,636,,,A,4234,603241
18-05-2020,IN,28255,155657,1244,4389,426,990,212,,,A+,1765,183912
18-05-2020,KS,8340,58650,,740,,250,,115,465,A,173,66990
18-05-2020,KY,7688,121997,381,1896,218,797,,,2768,A+,334,129685
18-05-2020,LA,34709,235039,1031,,,,118,,26249,B,2563,269748
18-05-2020,MA,87052,382147,2533,8621,674,,,,,A+,5862,469199
18-05-2020,MD,39762,161744,1447,7086,555,,,,2817,B,2122,201506
18-05-2020,ME,1713,22092,42,223,16,,10,,1053,B,71,23805
18-05-2020,MI,58812,376115,1075,,473,,418,,28234,A+,5427,434927
18-05-2020,MI,58812,376115,1075,,473,,418,,28234,A+,5427,434927
18-05-2020,MN,18987,158487,488,2128,229,731,,,10764,A+,740,177474
18-05-2020,MO,10945,140393,570,,,,91,,,B,605,151338
18-05-2020,MP,21,3399,,,,,,,12,D,2,3420
18-05-2020,MS,11432,104335,559,1805,141,,75,,7681,A,528,115767
18-05-2020,MT,470,27697,4,64,,,,,434,B,16,28167
18-05-2020,NC,19023,236732,511,,,,,,11637,A,661,255755
18-05-2020,ND,1931,54630,32,133,,,,,1219,C,37,56561
18-05-2020,NE,10348,57153,,,,,,,,C,123,67501
18-05-2020,NH,3596,41282,114,359,,109,,,1268,B,172,44878
18-05-2020,NJ,148039,357530,3509,,1053,,819,,23496,A+,10435,505569
18-05-2020,NM,5938,127315,211,886,,,,,1755,C,265,133253
18-05-2020,NV,6906,74926,423,,105,,65,,355,B,383,81832
18-05-2020,NY,351371,1088186,5840,86901,1908,,1538,,61681,A,22729,1439557
18-05-2020,OH,28454,243395,912,4998,367,1328,247,,,B,1657,271849
18-05-2020,OK,5398,118162,76,885,45,,,,4008,A+,288,123560
18-05-2020,OR,3687,93628,137,708,43,,13,,1406,A+,138,97315
18-05-2020,PA,63056,277553,1885,,,,397,,,C,4505,340609
18-05-2020,PA,63056,277553,1885,,,,397,,,C,4505,340609
18-05-2020,PR,2710,,147,,17,,4,,,C,124,2710
18-05-2020,RI,13177,81057,236,1438,62,,46,,1012,A+,506,94234
18-05-2020,SC,8942,122617,,1421,,,,,5076,A,391,131559
18-05-2020,SD,4027,25018,77,316,,,,,2784,B,44,29045
18-05-2020,TN,18011,319417,638,1489,,,,,9886,A,301,337428
18-05-2020,TX,48693,631152,1551,,,,,,28371,A,1347,679845
18-05-2020,UT,7384,166638,179,595,,197,,84,4183,B,80,174022
18-05-2020,VA,31140,165086,1502,5609,361,,194,,4107,A+,1014,196226
18-05-2020,VI,69,1278,,,,,,,61,C,6,1347
18-05-2020,VT,944,23547,22,,,,,,815,B,54,24491
18-05-2020,WA,20286,259467,168,,52,,,,,A,1001,279753
18-05-2020,WI,14442,144502,574,2068,128,496,,,6786,A+,459,158944
18-05-2020,WI,14442,144502,574,2068,128,496,,,6786,A+,459,158944
18-05-2020,WV,1491,74544,48,,11,,7,,919,B,67,76035
18-05-2020,WY,754,16331,8,73,,,,,498,B,8,17085
19-05-2020,AK,399,35981,16,,,,,,348,B,10,36380
19-05-2020,AL,12376,145190,489,1453,,517,,306,,B,504,157566
19-05-2020,AR,4923,88778,78,535,,,14,101,3739,A,102,93701
19-05-2020,AS,0,124,,,,,,,,C,0,124
19-05-2020,AZ,14566,147005,792,2800,318,,201,,3693,A+,704,161571
19-05-2020,CA,81795,1257521,4363,,1307,,,,,B,3334,1339316
19-05-2020,CO,22202,109131,626,3899,,,,,3431,A,921,131333
19-05-2020,CT,38430,147090,914,10946,,,,,6264,B,3472,185520
19-05-2020,DC,7434,31940,375,,,,77,,1040,A,400,39374
19-05-2020,DE,8037,36095,236,,,,,,3760,B,408,44132
19-05-2020,FL,46944,668911,,8744,,,,,,A+,2129,715855
19-05-2020,GA,38721,339435,986,7027,,1589,,,,A+,1664,378156
19-05-2020,GU,154,4673,,,,,,,126,C,5,4827
19-05-2020,HI,640,44383,,82,,,,,574,B,17,45023
19-05-2020,HI,640,44383,,82,,,,,574,B,17,45023
19-05-2020,IA,15349,92299,383,,126,,83,,8130,A+,372,107648
19-05-2020,ID,2455,35614,28,213,,89,,,1649,B,74,38069
19-05-2020,IL,98030,523654,4002,,993,,576,,,A,4379,621684
19-05-2020,IN,28705,160625,1268,4389,421,990,206,,,A+,1824,189330
19-05-2020,KS,8340,58650,,740,,250,,115,465,A,173,66990
19-05-2020,KY,8069,145917,447,1980,277,866,,,2826,A+,366,153986
19-05-2020,LA,35038,243035,1004,,,,112,,26249,B,2581,278073
19-05-2020,MA,87925,389015,2472,8766,672,,,,,A+,5938,476940
19-05-2020,MD,41546,167112,1421,7199,537,,,,2868,B,2164,208658
19-05-2020,ME,1741,22092,44,225,19,,11,,1088,B,73,23833
19-05-2020,MI,59576,392208,1079,,486,,351,,28234,A+,5470,451784
19-05-2020,MI,59576,392208,1079,,486,,351,,28234,A+,5470,451784
19-05-2020,MN,19842,164009,545,2221,229,750,,,11540,A+,757,183851
19-05-2020,MO,11080,143030,721,,,,103,,,B,616,154110
19-05-2020,MP,21,3796,,,,,,,13,D,2,3817
19-05-2020,MS,11704,106056,611,1840,153,,87,,7681,A,554,117760
19-05-2020,MT,471,28479,5,65,,,,,437,B,16,28950
19-05-2020,NC,19700,245308,585,,,,,,11637,A,691,265008
19-05-2020,ND,1994,55737,32,135,,,,,1269,C,37,57731
19-05-2020,NE,10625,59359,,,,,,,,C,125,69984
19-05-2020,NH,3652,45822,109,368,,109,,,1269,B,172,49474
19-05-2020,NJ,149013,371169,3481,,977,,789,,23657,A+,10586,520182
19-05-2020,NM,6096,131524,213,886,,,,,1796,C,270,137620
19-05-2020,NV,7046,80509,405,,106,,54,,334,B,390,87555
19-05-2020,NY,352845,1114894,5818,87169,1836,,1481,,61886,A,22843,1467739
19-05-2020,OH,28952,248650,913,5117,365,1357,234,,,B,1720,277602
19-05-2020,OK,5489,133658,167,897,77,,,,4135,A+,294,139147
19-05-2020,OR,3726,95994,137,714,43,,13,,1406,A+,140,99720
19-05-2020,PA,63666,286034,1861,,,,380,,,B,4624,349700
19-05-2020,PA,63666,286034,1861,,,,380,,,B,4624,349700
19-05-2020,PR,2805,,121,,20,,8,,,C,124,2805
19-05-2020,RI,13392,82935,247,1464,59,,44,,1023,A+,532,96327
19-05-2020,SC,9056,126007,,1444,,,,,5451,A,399,135063
19-05-2020,SD,4085,25624,75,327,,,,,2914,B,46,29709
19-05-2020,TN,18378,327745,615,1498,,,,,10969,A,305,346123
19-05-2020,TX,49912,650234,1732,,,,,,29359,A,1369,700146
19-05-2020,UT,7518,169793,96,619,,197,,84,4275,B,88,177311
19-05-2020,VA,32145,170644,1497,5768,377,,199,,4271,A+,1041,202789
19-05-2020,VI,69,1298,,,,,,,61,C,6,1367
19-05-2020,VT,944,24114,24,,,,,,820,B,54,25058
19-05-2020,WA,20535,266314,168,,52,,,,,A,1002,286849
19-05-2020,WI,14692,148237,609,2110,129,503,,,7371,A+,467,162929
19-05-2020,WI,14692,148237,609,2110,129,503,,,7371,A+,467,162929
19-05-2020,WV,1509,76792,54,,18,,9,,922,B,68,78301
19-05-2020,WY,766,17084,8,73,,,,,504,B,10,17850
20-05-2020,AK,402,36643,16,,,,,,352,C,10,37045
20-05-2020,AL,12744,151706,560,1493,,524,,309,,B,517,164450
20-05-2020,AR,5003,91255,78,535,,,14,101,3852,A,107,96258
20-05-2020,AS,0,124,,,,,,,,D,0,124
20-05-2020,AZ,14897,150538,810,2836,298,,208,,3773,A+,747,165435
20-05-2020,CA,84057,1296063,4681,,1345,,,,,B,3436,1380120
20-05-2020,CO,22482,109355,626,3955,,,,,3478,A,968,131837
20-05-2020,CT,39017,151701,887,10946,,,,,6264,B,3529,190718
20-05-2020,DC,7551,32868,336,,,,74,,1059,A,407,40419
20-05-2020,DE,8194,37218,220,,,,,,3965,B,414,45412
20-05-2020,FL,47471,723877,,8934,,,,,,A+,2173,771348
20-05-2020,GA,39647,363293,959,7107,,1617,,,,A,1687,402940
20-05-2020,GU,165,4807,,,,,,,125,C,5,4972
20-05-2020,HI,641,45663,,82,,,,,578,C,17,46304
20-05-2020,HI,641,45663,,82,,,,,578,C,17,46304
20-05-2020,IA,15614,95134,381,,126,,84,,8362,A+,388,110748
20-05-2020,ID,2476,36091,28,215,,89,,,1668,B,77,38567
20-05-2020,IL,100418,542295,3914,,1005,,554,,,A,4525,642713
20-05-2020,IN,29274,166464,1288,4389,431,990,197,,,A+,1864,195738
20-05-2020,KS,8539,62664,,760,,258,,116,473,A+,178,71203
20-05-2020,KY,8069,145917,443,2010,269,875,,,2826,A,366,153986
20-05-2020,LA,35316,250654,931,,,,110,,26249,B,2608,285970
20-05-2020,MA,88970,400983,2518,8897,675,,,,,A,6066,489953
20-05-2020,MD,42323,173007,1410,7393,539,,,,2993,B,2198,215330
20-05-2020,ME,1819,35450,43,231,24,,12,,1100,B,73,37269
20-05-2020,MI,60151,405848,1066,,492,,332,,28234,A+,5514,465999
20-05-2020,MI,60151,405848,1066,,492,,332,,28234,A+,5514,465999
20-05-2020,MN,20609,170199,550,2308,212,773,,,12227,A,786,190808
20-05-2020,MO,11232,150752,546,,,,103,,,B,631,161984
20-05-2020,MP,21,3796,,,,,,,13,D,2,3817
20-05-2020,MS,11967,108713,644,1901,157,,89,,7681,A,570,120680
20-05-2020,MT,478,29248,3,65,,,,,440,C,16,29726
20-05-2020,NC,20122,257481,554,,,,,,11637,A,702,277603
20-05-2020,ND,2095,57105,38,142,,,,,1302,C,37,59200
20-05-2020,NE,10846,61289,,,,,,,,D,132,72135
20-05-2020,NH,3721,47167,105,383,,109,,,1275,B,182,50888
20-05-2020,NJ,150399,380944,3405,,969,,750,,23945,A+,10747,531343
20-05-2020,NM,6192,136054,204,1139,,,,,1882,C,276,142246
20-05-2020,NV,7166,84005,437,,107,,60,,336,A,393,91171
20-05-2020,NY,354370,1151466,5570,87459,1761,,1421,,61886,A,22976,1505836
20-05-2020,OH,29436,260092,902,5198,333,1369,248,,,B,1781,289528
20-05-2020,OK,5532,138839,209,905,92,,,,4266,A+,299,144371
20-05-2020,OR,3801,98348,152,723,42,,17,,1406,A+,144,102149
20-05-2020,PA,63666,286034,1818,,,,377,,,B,4624,349700
20-05-2020,PA,63666,286034,1818,,,,377,,,B,4624,349700
20-05-2020,PR,2866,,110,,20,,5,,,C,125,2866
20-05-2020,RI,13579,84460,257,1486,58,,45,,1030,A+,538,98039
20-05-2020,SC,9056,126007,,1444,,,,,5451,A+,399,135063
20-05-2020,SD,4177,26212,81,333,,,,,3023,C,46,30389
20-05-2020,TN,18532,335481,652,1515,,,,,11783,B,309,354013
20-05-2020,TX,51323,669605,1791,,,,,,30341,B,1419,720928
20-05-2020,UT,7710,171954,144,631,,200,,87,4423,B,90,179664
20-05-2020,VA,32908,179718,1536,6059,370,,202,,4523,A+,1074,212626
20-05-2020,VI,69,1314,,,,,,,61,C,6,1383
20-05-2020,VT,944,24114,15,,,,,,824,B,54,25058
20-05-2020,WA,20784,271703,168,,52,,,,,B,1031,292487
20-05-2020,WI,15269,154300,609,2161,129,515,,,7728,A+,481,169569
20-05-2020,WI,15269,154300,609,2161,129,515,,,7728,A+,481,169569
20-05-2020,WV,1545,79096,58,,16,,9,,950,B,69,80641
20-05-2020,WY,787,18053,9,74,,,,,528,C,11,18840
21-05-2020,AK,402,39143,19,,,,,,356,C,10,39545
21-05-2020,AL,13119,157620,574,1528,,526,,311,,B,529,170739
21-05-2020,AR,5458,93818,78,535,,,14,101,3915,A,110,99276
21-05-2020,AS,0,124,,,,,,,,D,0,124
21-05-2020,AZ,15315,156312,812,2885,299,,197,,3872,A+,763,171627
21-05-2020,CA,86197,1334930,4735,,1310,,,,,B,3542,1421127
21-05-2020,CO,22797,112814,613,3990,,,,,3532,A,1001,135611
21-05-2020,CT,39208,157239,816,10946,,,,,6264,B,3582,196447
21-05-2020,DC,7788,33968,336,,,,74,,1061,A,412,41756
21-05-2020,DE,8386,39156,220,,,,,,4130,B,417,47542
21-05-2020,FL,48675,765254,,9200,,,,,,A,2222,813929
21-05-2020,GA,40405,367326,959,7235,,1642,,,,A,1754,407731
21-05-2020,GU,165,4899,,,,,,,125,C,5,5064
21-05-2020,HI,643,46506,,82,,,,,578,C,17,47149
21-05-2020,HI,643,46506,,82,,,,,578,C,17,47149
21-05-2020,IA,16170,100395,376,,125,,80,,8672,A+,406,116565
21-05-2020,ID,2506,36382,27,221,,91,,,1688,B,77,38888
21-05-2020,IL,102686,569334,4107,,1088,,609,,,A,4607,672020
21-05-2020,IN,29936,173059,1166,4389,409,990,175,,,A+,1913,202995
21-05-2020,KS,8539,62664,,760,,258,,116,473,A+,178,71203
21-05-2020,KY,8167,150505,474,2016,98,879,,,2919,A,376,158672
21-05-2020,LA,36504,268877,884,,,,107,,26249,B,2629,305381
21-05-2020,MA,90084,411402,2396,9040,647,,,,,A,6148,501486
21-05-2020,MD,43531,176702,1374,7485,526,,,,3099,B,2221,220233
21-05-2020,ME,1877,35450,41,235,21,,12,,1145,B,73,37327
21-05-2020,MI,60610,421788,1054,,472,,361,,28234,A+,5555,482398
21-05-2020,MI,60610,421788,1054,,472,,361,,28234,A+,5555,482398
21-05-2020,MN,21582,177506,566,2380,229,787,,,12488,A,818,199088
21-05-2020,MO,11340,150752,697,,,,99,,,B,661,162092
21-05-2020,MP,22,4067,,,,,,,13,D,2,4089
21-05-2020,MS,12222,113748,638,1932,158,,92,,7681,A,580,125970
21-05-2020,MT,479,30045,3,65,,,,,440,C,16,30524
21-05-2020,NC,20860,269785,578,,,,,,11637,A,716,290645
21-05-2020,ND,2229,59050,39,144,,,,,1340,C,38,61279
21-05-2020,NE,11122,64518,,,,,,,,D,138,75640
21-05-2020,NH,3868,48962,103,385,,109,,,1388,B,190,52830
21-05-2020,NJ,151472,392802,3208,,896,,700,,24236,A+,10843,544274
21-05-2020,NM,6317,141027,206,1139,,,,,1985,C,283,147344
21-05-2020,NV,7255,87127,410,,92,,52,,339,A+,397,94382
21-05-2020,NY,356458,1198597,5187,87638,1695,,1345,,62826,A,23083,1555055
21-05-2020,OH,30167,268911,892,5295,349,1397,258,,,B,1836,299078
21-05-2020,OK,5680,143915,201,917,78,,,,4361,A+,304,149595
21-05-2020,OR,3817,101407,140,732,40,,14,,1406,A+,145,105224
21-05-2020,PA,65392,303514,1654,,,,361,,,B,4869,368906
21-05-2020,PA,65392,303514,1654,,,,361,,,B,4869,368906
21-05-2020,PR,2913,40488,114,,13,,7,,,C,126,43401
21-05-2020,RI,13748,86399,254,1506,56,,41,,1047,A+,556,100147
21-05-2020,SC,9175,129063,414,1444,,,,,5451,A+,407,138238
21-05-2020,SD,4250,27051,91,342,,,,,3145,C,48,31301
21-05-2020,TN,18961,341622,601,1539,,,,,12191,B,313,360583
21-05-2020,TX,52268,687913,1680,,,,,,30341,B,1440,740181
21-05-2020,UT,7874,175000,169,647,,207,,88,4596,B,92,182874
21-05-2020,VA,34137,184462,1491,6269,351,,191,,4778,A+,1099,218599
21-05-2020,VI,69,1314,,,,,,,61,C,6,1383
21-05-2020,VT,950,24751,14,,,,,,827,B,54,25701
21-05-2020,WA,20988,276171,242,3125,,,70,,,B,1037,297159
21-05-2020,WI,15792,163238,524,2218,126,526,,,8012,A+,487,179030
21-05-2020,WI,15792,163238,524,2218,126,526,,,8012,A+,487,179030
21-05-2020,WV,1593,81548,46,,12,,9,,983,B,70,83141
21-05-2020,WY,787,18053,8,75,,,,,534,C,11,18840
22-05-2020,AK,404,41042,15,,,,,,356,C,10,41446
22-05-2020,AL,13563,164205,598,1561,,531,,315,7951,B,537,177768
22-05-2020,AR,5612,97435,86,584,,,14,110,4029,A,113,103047
22-05-2020,AS,0,124,,,,,,,,C,0,124
22-05-2020,AZ,15608,160395,796,2943,311,,203,,3949,A+,775,176003
22-05-2020,CA,88444,1378329,4762,,1317,,,,,B,3630,1466773
22-05-2020,CO,23191,119034,620,4037,,,,,3580,A,1062,142225
22-05-2020,CT,39640,162688,740,12538,,,,,7127,B,3637,202328
22-05-2020,DC,7893,35100,342,,112,,74,,1069,A+,418,42993
22-05-2020,DE,8529,40457,221,,,,,,4296,B,420,48986
22-05-2020,FL,49451,786045,,9372,,,,,,A,2268,835496
22-05-2020,GA,41218,386031,889,7313,,1658,,,,A,1785,427249
22-05-2020,GU,165,5114,,,,,,,125,C,5,5279
22-05-2020,HI,647,47338,,83,,,,,579,C,17,47985
22-05-2020,HI,647,47338,,83,,,,,579,C,17,47985
22-05-2020,IA,16504,103746,362,,123,,79,,9079,A+,425,120250
22-05-2020,ID,2534,37061,19,223,,92,,,1720,A,77,39595
22-05-2020,IL,105444,591689,3928,,1060,,589,,,A,4715,697133
22-05-2020,IN,30409,178152,1203,5285,416,1166,173,,,A+,1941,208561
22-05-2020,KS,8958,67476,,787,,269,,120,485,A+,185,76434
22-05-2020,KY,8286,157954,475,2041,92,886,,,3008,A,386,166240
22-05-2020,LA,36925,274883,867,,,,104,,26249,B,2668,311808
22-05-2020,MA,90889,420755,2323,9162,628,,,,,A,6228,511644
22-05-2020,MD,44424,183478,1329,7634,506,,,,3243,B,2274,227902
22-05-2020,ME,1948,35450,45,240,21,,12,,1192,B,75,37398
22-05-2020,MI,61075,441282,955,,470,,348,,28234,A+,5586,502357
22-05-2020,MI,61075,441282,955,,470,,348,,28234,A+,5586,502357
22-05-2020,MN,22374,186436,534,2432,233,806,,,12696,A,851,208810
22-05-2020,MO,11558,161388,711,,,,93,,,B,671,172946
22-05-2020,MP,22,4296,,,,,,,13,D,2,4318
22-05-2020,MS,12624,125349,557,1966,159,,85,,7681,A,596,137973
22-05-2020,MT,479,31378,3,65,,,,,441,C,16,31857
22-05-2020,NC,21618,281606,568,,,,,,11637,A,728,303224
22-05-2020,ND,2317,60513,39,147,,,,,1405,C,39,62830
22-05-2020,NE,11425,66994,,,,,,,,D,143,78419
22-05-2020,NH,3935,51165,97,393,,120,,,1767,B,199,55100
22-05-2020,NJ,152719,402595,3049,,846,,674,,24491,A+,10985,555314
22-05-2020,NM,6472,146295,205,1139,,,,,2041,C,294,152767
22-05-2020,NV,7401,92540,404,,90,,51,,339,A+,400,99941
22-05-2020,NY,358154,1242639,4844,87843,1581,,1254,,63292,A,23195,1600793
22-05-2020,OH,30794,277006,879,5379,362,1416,232,,,B,1872,307800
22-05-2020,OK,5849,147318,190,926,94,,,,4533,A+,307,153167
22-05-2020,OR,3864,103975,146,737,47,,16,,1376,A+,147,107839
22-05-2020,PA,66258,312743,1580,,,,368,,37767,A,4984,379001
22-05-2020,PA,66258,312743,1580,,,,368,,37767,A,4984,379001
22-05-2020,PR,3030,40488,96,,12,,6,,,B,126,43518
22-05-2020,RI,13949,87850,242,1537,56,,40,,1084,A+,579,101799
22-05-2020,SC,9638,140385,429,1534,,,,,5743,A+,419,150023
22-05-2020,SD,4356,27988,83,351,,,,,3267,C,50,32344
22-05-2020,TN,19394,348776,570,1560,,,,,12566,B,315,368170
22-05-2020,TX,53449,687913,1578,,,,,,31223,B,1480,741362
22-05-2020,UT,8057,178777,163,660,,210,,88,4748,B,93,186834
22-05-2020,VA,34950,190225,1459,6422,366,,207,,4963,A+,1136,225175
22-05-2020,VI,69,1343,,,,,,,61,C,6,1412
22-05-2020,VT,952,24781,16,,,,,,834,B,54,25733
22-05-2020,WA,21283,280444,332,3156,,,85,,,B,1044,301727
22-05-2020,WI,16340,172703,583,2259,133,535,,,8362,A+,496,189043
22-05-2020,WI,16340,172703,583,2259,133,535,,,8362,A+,496,189043
22-05-2020,WV,1616,83213,47,,13,,9,,983,B,71,84829
22-05-2020,WY,803,18621,10,76,,,,,551,C,12,19424
23-05-2020,AK,408,41943,10,,,,,,358,C,10,42351
23-05-2020,AL,13938,168738,446,1589,,538,,319,7951,B,546,182676
23-05-2020,AR,5612,97435,81,590,,,14,111,4029,A,113,103047
23-05-2020,AS,0,124,,,,,,,,C,0,124
23-05-2020,AZ,16039,164400,784,2984,309,,193,,4033,A+,799,180439
23-05-2020,CA,90631,1424675,4342,,1312,,,,,B,3708,1515306
23-05-2020,CO,23487,121465,571,4082,,,,,3612,A,1088,144952
23-05-2020,CT,40022,168345,724,12538,,,,,7127,B,3675,208367
23-05-2020,DC,7966,44025,324,,110,,73,,1075,A+,427,51991
23-05-2020,DE,8690,41844,210,,,,,,4454,B,425,50534
23-05-2020,FL,50127,806310,,9567,,,,,,A,2312,856437
23-05-2020,GA,42132,411405,848,7411,,1678,,,,A,1811,453537
23-05-2020,GU,165,5194,,,,,,,134,C,5,5359
23-05-2020,HI,642,48179,,84,,,,,585,C,17,48821
23-05-2020,HI,642,48179,,84,,,,,585,C,17,48821
23-05-2020,IA,16893,107048,362,,111,,70,,9254,A+,444,123941
23-05-2020,ID,2595,38014,19,225,,94,,,1735,A,79,40609
23-05-2020,IL,107796,614451,3753,,1027,,607,,,A,4790,722247
23-05-2020,IN,30901,184032,1138,5285,403,1166,173,,,A+,1943,214933
23-05-2020,KS,8958,67476,,787,,269,,120,485,A+,185,76434
23-05-2020,KY,8426,163033,477,2076,90,889,,,3069,A,391,171459
23-05-2020,LA,37040,277407,836,,,,112,,26249,B,2668,314447
23-05-2020,MA,91662,429324,2237,9260,610,,,,,A,6304,520986
23-05-2020,MD,45495,186832,1320,7825,524,,,,3283,B,2306,232327
23-05-2020,ME,2013,35450,50,243,26,,11,,1232,B,77,37463
23-05-2020,MI,61293,455556,953,,449,,319,,33168,A+,5612,516849
23-05-2020,MI,61293,455556,953,,449,,319,,33168,A+,5612,516849
23-05-2020,MN,22765,194941,568,2534,215,832,,,13485,A,861,217706
23-05-2020,MO,11752,136552,742,,,,94,,,B,676,148304
23-05-2020,MP,22,4296,,,,,,,13,D,2,4318
23-05-2020,MS,13005,121215,590,1996,154,,93,,7681,A,616,134220
23-05-2020,MT,479,32173,3,65,,,,,441,C,16,32652
23-05-2020,NC,22725,306857,589,,,,,,11637,A,737,329582
23-05-2020,ND,2365,61783,39,150,,,,,1451,C,39,64148
23-05-2020,NE,11662,68320,,,,,,,,D,147,79982
23-05-2020,NH,4089,55450,93,419,,120,,,2197,B,208,59539
23-05-2020,NJ,153104,425631,2974,,806,,611,,24762,A+,11081,578735
