date,state,positive,negative,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,death,total_test_results
22-01-2020,WA,2,0,,,,,,,,,,2
23-01-2020,WA,2,0,,,,,,,,,,2
24-01-2020,WA,2,0,,,,,,,,,,2
25-01-2020,WA,2,0,,,,,,,,,,2
26-01-2020,WA,2,0,,,,,,,,,,2
27-01-2020,WA,2,0,,,,,,,,,,2
28-01-2020,WA,2,0,,,,,,,,,,2
29-01-2020,WA,3,0,,,,,,,,,,3
30-01-2020,WA,3,0,,,,,,,,,,3
31-01-2020,WA,3,0,,,,,,,,,,3
01-02-2020,WA,4,0,,,,,,,,,,4
02-02-2020,WA,6,0,,,,,,,,,,6
03-02-2020,WA,7,0,,,,,,,,,,7
04-02-2020,WA,8,0,,,,,,,,,,8
05-02-2020,WA,8,0,,,,,,,,,,8
06-02-2020,WA,11,0,,,,,,,,,,11
07-02-2020,WA,12,0,,,,,,,,,,12
08-02-2020,WA,13,0,,,,,,,,,,13
09-02-2020,WA,13,0,,,,,,,,,,13
10-02-2020,WA,16,0,,,,,,,,,,16
11-02-2020,WA,17,0,,,,,,,,,,17
12-02-2020,WA,18,0,,,,,,,,,,18
13-02-2020,WA,18,0,,,,,,,,,,18
14-02-2020,WA,21,0,,,,,,,,,,21
15-02-2020,WA,28,0,,,,,,,,,,28
16-02-2020,WA,35,0,,,,,,,,,,35
17-02-2020,WA,50,0,,,,,,,,,,50
18-02-2020,WA,59,0,,,,,,,,,,59
19-02-2020,WA,69,0,,,,,,,,,,69
20-02-2020,WA,82,0,,,,,,,,,,82
21-02-2020,WA,93,0,,,,,,,,,,93
22-02-2020,WA,106,0,,,,,,,,,,106
23-02-2020,WA,122,0,,,,,,,,,,122
24-02-2020,WA,148,0,,,,,,,,,,148
25-02-2020,WA,179,0,,,,,,,,,,179
26-02-2020,WA,208,0,,,,,,,,,2,208
27-02-2020,WA,235,0,,,,,,,,,2,235
28-02-2020,WA,275,0,,,,,,,,,4,275
29-02-2020,WA,299,17,,,,,,,,,5,316
01-03-2020,MI,9,,,,,,,,,,,9
01-03-2020,MI,9,,,,,,,,,,,9
01-03-2020,RI,2,2,,,,,,,,,,4
01-03-2020,WA,377,12,,,,,,,,,8,389
02-03-2020,MI,18,,,,,,,,,,,18
02-03-2020,MI,18,,,,,,,,,,,18
02-03-2020,RI,2,3,,,,,,,,,,5
02-03-2020,WA,450,123,,,,,,,,,11,573
03-03-2020,MI,34,,,,,,,,,,,34
03-03-2020,MI,34,,,,,,,,,,,34
03-03-2020,RI,2,5,,,,,,,,,,7
03-03-2020,WA,534,264,,,,,,,,,14,798
04-03-2020,AZ,2,27,,4,,,,,,,,29
04-03-2020,CA,53,462,,,,,,,,,,515
04-03-2020,FL,2,24,,,,,,,,,,26
04-03-2020,GA,2,,,,,,,,,,,2
04-03-2020,IL,4,124,,,,,,,,,,128
04-03-2020,MI,52,,,,,,,,,,,52
04-03-2020,MI,52,,,,,,,,,,,52
04-03-2020,NC,1,,,,,,,,,,,1
04-03-2020,NH,2,10,,,,,,,,,,12
04-03-2020,NY,6,48,,,,,,,,,,54
04-03-2020,OR,3,29,,,,,,,,,,32
04-03-2020,RI,2,15,,,,,,,,,,17
04-03-2020,SC,0,5,,,,,,,,,,5
04-03-2020,TX,1,,,,,,,,,,,1
04-03-2020,WA,626,417,,,,,,,,,16,1043
04-03-2020,WI,1,19,,,,,,,,,,20
04-03-2020,WI,1,19,,,,,,,,,,20
05-03-2020,AZ,2,28,,5,,,,,,,,30
05-03-2020,CA,53,462,,,,,,,,,,515
05-03-2020,CO,0,19,,,,,,,,,,19
05-03-2020,DC,0,6,,,,,,,,,,6
05-03-2020,FL,9,31,,,,,,,,,,40
05-03-2020,GA,2,,,,,,,,,,,2
05-03-2020,IL,5,165,,,,,,,,,,170
05-03-2020,MD,0,17,,,,,,,,,,17
05-03-2020,MI,72,8,,,,,,,,,,80
05-03-2020,MI,72,8,,,,,,,,,,80
05-03-2020,NC,1,,,,,,,,,,,1
05-03-2020,NE,0,17,,,,,,,,,,17
05-03-2020,NH,2,16,,,,,,,,,,18
05-03-2020,NJ,1,,,,,,,,,,,1
05-03-2020,NV,1,14,,,,,,,,,0,15
05-03-2020,NY,22,76,,,,,,,,,,98
05-03-2020,OH,0,7,,,,,,,,,,7
05-03-2020,OR,3,45,,,,,,,,,,48
05-03-2020,RI,3,19,,,,,,,,,,22
05-03-2020,SC,0,5,,,,,,,,,,5
05-03-2020,TN,1,,,,,,,,,,,1
05-03-2020,TX,1,,,,,,,,,,,1
05-03-2020,VA,0,18,,,,,,,,,,18
05-03-2020,WA,731,672,,,,,,,,,20,1403
05-03-2020,WI,1,19,,,,,,,,,,20
05-03-2020,WI,1,19,,,,,,,,,,20
06-03-2020,AK,0,8,,,,,,,,,0,8
06-03-2020,AR,0,6,,,,,,,,,,6
06-03-2020,AZ,3,33,,6,,,,,,,,36
06-03-2020,CA,60,462,,,,,,,,,,522
06-03-2020,CO,2,46,,,,,,,,,,48
06-03-2020,DC,0,8,,,,,,,,,,8
06-03-2020,DE,0,10,,,,,,,,,,10
06-03-2020,FL,9,55,,,,,,,,,,64
06-03-2020,GA,2,,,,,,,,,,,2
06-03-2020,IA,0,15,,,,,,,,,,15
06-03-2020,IL,5,180,,,,,,,,,,185
06-03-2020,IN,1,,,,,,,,,,,1
06-03-2020,KS,0,4,,,,,,,,,,4
06-03-2020,KY,0,7,,,,,,,,,,7
06-03-2020,MD,3,26,,,,,,,,,,29
06-03-2020,MI,98,8,,,,,,,,,,106
06-03-2020,MI,98,8,,,,,,,,,,106
06-03-2020,MN,1,36,,,,,,,,,,37
06-03-2020,NC,2,,,,,,,,,,,2
06-03-2020,NE,0,17,,,,,,,,,,17
06-03-2020,NH,2,20,,,,,,,,,,22
06-03-2020,NJ,1,,,,,,,,,,,1
06-03-2020,NM,0,16,,,,,,,,,,16
06-03-2020,NV,1,14,,,,,,,,,0,15
06-03-2020,NY,33,92,,,,,,,,,,125
06-03-2020,OH,0,8,,,,,,,,,,8
06-03-2020,OR,3,64,,,,,,,,,,67
06-03-2020,PA,2,,,,,,,,,,,2
06-03-2020,PA,2,,,,,,,,,,,2
06-03-2020,RI,3,30,,,,,,,,,,33
06-03-2020,SC,0,5,,,,,,,,,,5
06-03-2020,TN,1,,,,,,,,,,,1
06-03-2020,TX,5,,,,,,,,,,,5
06-03-2020,VA,0,21,,,,,,,,,,21
06-03-2020,VT,0,0,,,,,,,,,,0
06-03-2020,WA,813,1066,,,,,,,,,26,1879
06-03-2020,WI,1,31,,,,,,,,,,32
06-03-2020,WI,1,31,,,,,,,,,,32
06-03-2020,WV,0,1,,,,,,,,,,1
07-03-2020,AK,0,12,,,,,,,,,0,12
07-03-2020,AL,0,,,,,,,,,,,0
07-03-2020,AR,0,6,,,,,,,,,,6
07-03-2020,AZ,5,44,,6,,,,,,,,49
07-03-2020,CA,69,462,,,,,,,,,,531
07-03-2020,CO,8,55,,,,,,,,,,63
07-03-2020,CT,0,,,,,,,,,,,0
07-03-2020,DC,0,8,,,,,,,,,,8
07-03-2020,DE,0,10,,,,,,,,,,10
07-03-2020,FL,14,100,,,,,,,,,,114
07-03-2020,GA,6,,,,,,,,,,,6
07-03-2020,HI,1,,,,,,,,,,,1
07-03-2020,HI,1,,,,,,,,,,,1
07-03-2020,IA,0,15,,,,,,,,,,15
07-03-2020,ID,0,27,,,,,,,,,,27
07-03-2020,IL,6,191,,,,,,,,,,197
07-03-2020,IN,1,,,,,,,,,,,1
07-03-2020,KS,0,11,,,,,,,,,,11
07-03-2020,KY,1,9,,,,,,,,,,10
07-03-2020,LA,0,,,,,,,,,,,0
07-03-2020,MD,3,41,,,,,,,,,,44
07-03-2020,ME,0,1,,,,,,,,,,1
07-03-2020,MI,128,18,,,,,,,,,,146
07-03-2020,MI,128,18,,,,,,,,,,146
07-03-2020,MN,2,48,,,,,,,,,,50
07-03-2020,MO,0,,,,,,,,,,,0
07-03-2020,MS,0,,,,,,,,,,,0
07-03-2020,MT,0,11,,,,,,,,,,11
07-03-2020,NC,2,,,,,,,,,,,2
07-03-2020,ND,0,0,,,,,,,,,,0
07-03-2020,NE,1,17,,,,,,,,,,18
07-03-2020,NH,2,20,,,,,,,,,,22
07-03-2020,NJ,4,,,,,,,,,,,4
07-03-2020,NM,0,48,,,,,,,,,,48
07-03-2020,NV,1,14,,,,,,,,,0,15
07-03-2020,NY,76,92,,,,,,,,,,168
07-03-2020,OH,0,9,,,,,,,,,,9
07-03-2020,OK,1,,,,,,,,,,,1
07-03-2020,OR,7,77,,,,,,,,,,84
07-03-2020,PA,4,,,,,,,,,,,4
07-03-2020,PA,4,,,,,,,,,,,4
07-03-2020,RI,3,49,,,,,,,,,,52
07-03-2020,SC,2,8,,,,,,,,,,10
07-03-2020,SD,0,5,,,,,,,,,,5
07-03-2020,TN,1,,,,,,,,,,,1
07-03-2020,TX,8,,,,,,,,,,,8
07-03-2020,UT,1,,,,,,,,,,,1
07-03-2020,VA,0,31,,,,,,,,,,31
07-03-2020,VT,1,25,,,,,,,,,,26
07-03-2020,WA,912,1370,,,,,,,,,27,2282
07-03-2020,WI,1,31,,,,,,,,,,32
07-03-2020,WI,1,31,,,,,,,,,,32
07-03-2020,WV,0,2,,,,,,,,,,2
07-03-2020,WY,0,,,,,,,,,,,0
08-03-2020,AK,0,14,,,,,,,,,0,14
08-03-2020,AL,0,,,,,,,,,,,0
08-03-2020,AR,0,6,,,,,,,,,,6
08-03-2020,AZ,5,44,,6,,,,,,,,49
08-03-2020,CA,88,462,,,,,,,,,,550
08-03-2020,CO,8,104,,,,,,,,,,112
08-03-2020,CT,1,29,,,,,,,,,,30
08-03-2020,DC,1,10,,,,,,,,,,11
08-03-2020,DE,0,10,,,,,,,,,0,10
08-03-2020,FL,17,118,,,,,,,,,,135
08-03-2020,GA,7,,,,,,,,,,,7
08-03-2020,HI,1,,,,,,,,,,,1
08-03-2020,HI,1,,,,,,,,,,,1
08-03-2020,IA,0,15,,,,,,,,,,15
08-03-2020,ID,0,27,,,,,,,,,,27
08-03-2020,IL,6,191,,,,,,,,,,197
08-03-2020,IN,2,,,,,,,,,,,2
08-03-2020,KS,1,11,,,,,,,,,,12
08-03-2020,KY,1,13,,,,,,,,,,14
08-03-2020,LA,0,5,,,,,,,,,,5
08-03-2020,MD,3,52,,,,,,,,,,55
08-03-2020,ME,0,1,,,,,,,,,,1
08-03-2020,MI,168,26,,,,,,,,,,194
08-03-2020,MI,168,26,,,,,,,,,,194
08-03-2020,MN,2,48,,,,,,,,,,50
08-03-2020,MO,1,,,,,,,,,,,1
08-03-2020,MS,0,,,,,,,,,,,0
08-03-2020,MT,0,11,,,,,,,,,,11
08-03-2020,NC,2,,,,,,,,,,,2
08-03-2020,ND,0,0,,,,,,,,,,0
08-03-2020,NE,1,17,,,,,,,,,,18
08-03-2020,NH,4,38,,,,,,,,,,42
08-03-2020,NJ,6,31,,,,,,,,,,37
08-03-2020,NM,0,48,,,,,,,,,,48
08-03-2020,NV,1,14,,,,,,,,,0,15
08-03-2020,NY,105,92,,,,,,,,,,197
08-03-2020,OH,0,10,,,,,,,,,,10
08-03-2020,OK,1,8,,,,,,,,,,9
08-03-2020,OR,14,100,,,,,,,,,,114
08-03-2020,PA,6,,,,,,,,,,,6
08-03-2020,PA,6,,,,,,,,,,,6
08-03-2020,RI,3,67,,,,,,,,,,70
08-03-2020,SC,2,8,,,,,,,,,,10
08-03-2020,SD,0,5,,,,,,,,,,5
08-03-2020,TN,3,,,,,,,,,,,3
08-03-2020,TX,8,,,,,,,,,,,8
08-03-2020,UT,1,,,,,,,,,,,1
08-03-2020,VA,2,36,,,,,,,,,,38
08-03-2020,VT,1,30,,,,,,,,,,31
08-03-2020,WA,1065,1740,,,,,,,,,31,2805
08-03-2020,WI,1,31,,,,,,,,,,32
08-03-2020,WI,1,31,,,,,,,,,,32
08-03-2020,WV,0,2,,,,,,,,,,2
08-03-2020,WY,0,,,,,,,,,,,0
09-03-2020,AK,0,23,,,,,,,,,0,23
09-03-2020,AL,0,,,,,,,,,,,0
09-03-2020,AR,0,12,,,,,,,,,,12
09-03-2020,AZ,5,44,,8,,,,,,,,49
09-03-2020,CA,114,690,,,,,,,,,,804
09-03-2020,CO,9,133,,,,,,,,,,142
09-03-2020,CT,1,46,,,,,,,,,,47
09-03-2020,DC,1,14,,,,,,,,,,15
09-03-2020,DE,0,15,,,,,,,,,0,15
09-03-2020,FL,18,140,,,,,,,,,,158
09-03-2020,GA,12,,,,,,,,,,,12
09-03-2020,HI,2,,,,,,,,,,,2
09-03-2020,HI,2,,,,,,,,,,,2
09-03-2020,IA,3,26,,,,,,,,,,29
09-03-2020,ID,0,41,,,,,,,,,,41
09-03-2020,IL,7,191,,,,,,,,,,198
09-03-2020,IN,2,,,,,,,,,,,2
09-03-2020,KS,1,11,,,,,,,,,,12
09-03-2020,KY,4,17,,,,,,,,,,21
09-03-2020,LA,1,5,,,,,,,,,,6
09-03-2020,MD,5,73,,,,,,,,,,78
09-03-2020,ME,0,1,,,,,,,,,,1
09-03-2020,MI,254,36,,,,,,,,,,290
09-03-2020,MI,254,36,,,,,,,,,,290
09-03-2020,MN,5,80,,,,,,,,,,85
09-03-2020,MO,1,,,,,,,,,,,1
09-03-2020,MS,0,,,,,,,,,,,0
09-03-2020,MT,0,11,,,,,,,,,,11
09-03-2020,NC,2,,,,,,,,,,,2
09-03-2020,ND,0,0,,,,,,,,,,0
09-03-2020,NE,3,36,,,,,,,,,,39
09-03-2020,NH,4,38,,,,,,,,,,42
09-03-2020,NJ,11,35,,,,,,,,,,46
09-03-2020,NM,0,57,,,,,,,,,,57
09-03-2020,NV,1,14,,,,,,,,,0,15
09-03-2020,NY,142,92,,,,,,,,,,234
09-03-2020,OH,3,11,,,,,,,,,,14
09-03-2020,OK,1,8,,,,,,,,,,9
09-03-2020,OR,14,165,,,,,,,,,,179
09-03-2020,PA,10,,,,,,,,,,,10
09-03-2020,PA,10,,,,,,,,,,,10
09-03-2020,RI,4,82,,,,,,,,,,86
09-03-2020,SC,7,24,,,,,,,,,,31
09-03-2020,SD,0,5,,,,,,,,,,5
09-03-2020,TN,3,,,,,,,,,,,3
09-03-2020,TX,12,,,,,,,,,,,12
09-03-2020,UT,1,,,,,,,,,,,1
09-03-2020,VA,3,38,,,,,,,,,,41
09-03-2020,VT,1,36,,,,,,,,,,37
09-03-2020,WA,1237,2592,,,,,,,,,35,3829
09-03-2020,WI,1,36,,,,,,,,,,37
09-03-2020,WI,1,36,,,,,,,,,,37
09-03-2020,WV,0,2,,,,,,,,,,2
09-03-2020,WY,0,,,,,,,,,,,0
10-03-2020,AK,0,23,,,,,,,,,0,23
10-03-2020,AL,0,0,,,,,,,,,,0
10-03-2020,AR,0,12,,,,,,,,,,12
10-03-2020,AZ,6,51,,8,,,,,,,,57
10-03-2020,CA,133,690,,,,,,,,,,823
10-03-2020,CO,12,142,,,,,,,,,,154
10-03-2020,CT,2,54,,,,,,,,,,56
10-03-2020,DC,5,17,,,,,,,,,,22
10-03-2020,DE,0,17,,,,,,,,,0,17
10-03-2020,FL,19,222,,,,,,,,,,241
10-03-2020,GA,17,,,,,,,,,,,17
10-03-2020,HI,2,,,,,,,,,,,2
10-03-2020,HI,2,,,,,,,,,,,2
10-03-2020,IA,8,32,,,,,,,,,,40
10-03-2020,ID,0,41,,,,,,,,,,41
10-03-2020,IL,19,244,,,,,,,,,,263
10-03-2020,IN,6,30,,,,,,,,,,36
10-03-2020,KS,1,17,,,,,,,,,,18
10-03-2020,KY,6,28,,,,,,,,,,34
10-03-2020,LA,1,11,,,,,,,,,,12
10-03-2020,MD,6,89,,,,,,,,,,95
10-03-2020,ME,0,20,,,,,,,,,,20
10-03-2020,MI,358,39,,,,,,,,,,397
10-03-2020,MI,358,39,,,,,,,,,,397
10-03-2020,MN,11,132,,,,,,,,,,143
10-03-2020,MO,1,,,,,,,,,,,1
10-03-2020,MS,0,,,,,,,,,,,0
10-03-2020,MT,0,15,,,,,,,,,,15
10-03-2020,NC,7,,,,,,,,,,,7
10-03-2020,ND,0,6,,,,,,,,,,6
10-03-2020,NE,3,47,,,,,,,,,,50
10-03-2020,NH,4,38,,,,,,,,,,42
10-03-2020,NJ,15,44,,,,,,,,,,59
10-03-2020,NM,0,69,,,,,,,,,,69
10-03-2020,NV,1,14,,,,,,,,,0,15
10-03-2020,NY,173,92,,,,,,,,,,265
10-03-2020,OH,3,14,,,,,,,,,,17
10-03-2020,OK,2,15,,,,,,,,,,17
10-03-2020,OR,15,213,,,,,,,,,,228
10-03-2020,PA,12,,,,,,,,,,,12
10-03-2020,PA,12,,,,,,,,,,,12
10-03-2020,RI,5,105,,,,,,,,,,110
10-03-2020,SC,7,24,,,,,,,,,,31
10-03-2020,SD,0,11,,,,,,,,,,11
10-03-2020,TN,7,,,,,,,,,,,7
10-03-2020,TX,13,,,,,,,,,,,13
10-03-2020,UT,2,,,,,,,,,,,2
10-03-2020,VA,8,53,,,,,,,,,,61
10-03-2020,VT,1,60,,,,,,,,,,61
10-03-2020,WA,1453,4160,,,,,,,,,37,5613
10-03-2020,WI,2,36,,,,,,,,,,38
10-03-2020,WI,2,36,,,,,,,,,,38
10-03-2020,WV,0,2,,,,,,,,,,2
10-03-2020,WY,0,0,,,,,,,,,,0
11-03-2020,AK,0,46,,,,,,,,,0,46
11-03-2020,AL,0,10,,,,,,,,,,10
11-03-2020,AR,0,12,,,,,,,,,,12
11-03-2020,AZ,9,59,,11,,,,,,,,68
11-03-2020,CA,157,916,,,,,,,,,,1073
11-03-2020,CO,28,251,,,,,,,,,,279
11-03-2020,CT,3,71,,,,,,,,,,74
11-03-2020,DC,5,20,,,,,,,,,,25
11-03-2020,DE,1,17,,,,,,,,,0,18
11-03-2020,FL,28,301,,,,,,,,,2,329
11-03-2020,GA,22,,,,,,,,,,,22
11-03-2020,HI,2,,,,,,,,,,,2
11-03-2020,HI,2,,,,,,,,,,,2
11-03-2020,IA,13,46,,,,,,,,,,59
11-03-2020,ID,0,67,,,,,,,,,,67
11-03-2020,IL,19,244,,,,,,,,,,263
11-03-2020,IN,10,33,,,,,,,,,,43
11-03-2020,KS,1,41,,,,,,,,,,42
11-03-2020,KY,8,46,,,,,,,,,,54
11-03-2020,LA,6,37,,,,,,,,,,43
11-03-2020,MD,9,94,,,,,,,,,,103
11-03-2020,ME,0,42,,,,,,,,,,42
11-03-2020,MI,497,57,,,,,,,,,,554
11-03-2020,MI,497,57,,,,,,,,,,554
11-03-2020,MN,21,217,,,,,,,,,,238
11-03-2020,MO,1,,,,,,,,,,,1
11-03-2020,MS,0,20,,,,,,,,,,20
11-03-2020,MT,0,21,,,,,,,,,,21
11-03-2020,NC,7,,,,,,,,,,,7
11-03-2020,ND,0,7,,,,,,,,,,7
11-03-2020,NE,5,47,,,,,,,,,,52
11-03-2020,NH,4,38,,,,,,,,,,42
11-03-2020,NJ,24,57,,,,,,,,,1,81
11-03-2020,NM,3,87,,,,,,,,,,90
11-03-2020,NV,5,168,,,,,,,,,0,173
11-03-2020,NY,216,92,,,,,,,,,,308
11-03-2020,OH,4,21,,,,,,,,,,25
11-03-2020,OK,2,15,,,,,,,,,,17
11-03-2020,OR,19,286,,,,,,,,,,305
11-03-2020,PA,16,88,,,,,,,,,,104
11-03-2020,PA,16,88,,,,,,,,,,104
11-03-2020,RI,5,139,,,,,,,,,,144
11-03-2020,SC,9,32,,,,,,,,,,41
11-03-2020,SD,5,13,,,,,,,,,,18
11-03-2020,TN,7,50,,,,,,,,,,57
11-03-2020,TX,21,,,,,,,,,,,21
11-03-2020,UT,2,,,,,,,,,,,2
11-03-2020,VA,9,60,,,,,,,,,,69
11-03-2020,VT,2,91,,,,,,,,,,93
11-03-2020,WA,1665,6215,,,,,,,,,40,7880
11-03-2020,WI,3,43,,,,,,,,,,46
11-03-2020,WI,3,43,,,,,,,,,,46
11-03-2020,WV,0,3,,,,,,,,,,3
11-03-2020,WY,0,,,,,,,,,,,0
12-03-2020,AK,0,46,,,,,,,,,0,46
12-03-2020,AL,0,10,,,,,,,,,,10
12-03-2020,AR,6,24,,,,,,,,,,30
12-03-2020,AZ,9,82,,16,,,,,,,,91
12-03-2020,CA,202,916,,,,,,,,,4,1118
12-03-2020,CO,45,298,,,,,,,,,,343
12-03-2020,CT,6,89,,,,,,,,,,95
12-03-2020,DC,10,20,,,,,,,,,,30
12-03-2020,DE,4,23,,,,,,,,,0,27
12-03-2020,FL,32,301,,,,,,,,,2,333
12-03-2020,GA,31,,,,,,,,,,,31
12-03-2020,HI,2,,,,,,,,,,,2
12-03-2020,HI,2,,,,,,,,,,,2
12-03-2020,IA,14,67,,,,,,,,,,81
12-03-2020,ID,0,93,,,,,,,,,,93
12-03-2020,IL,25,266,,,,,,,,,,291
12-03-2020,IN,12,52,,,,,,,,,,64
12-03-2020,KS,4,41,,,,,,,,,,45
12-03-2020,KY,8,56,,,,,,,,,,64
12-03-2020,LA,14,37,,,,,,,,,,51
12-03-2020,MA,8,,,,,,,,,,,8
12-03-2020,MD,12,94,,,,,,,,,,106
12-03-2020,ME,1,65,,,,,,,,,,66
12-03-2020,MI,702,91,,,,,,,,,,793
12-03-2020,MI,702,91,,,,,,,,,,793
12-03-2020,MN,43,307,,,,,,,,,,350
12-03-2020,MO,1,64,,,,,,,,,,65
12-03-2020,MS,1,41,,,,,,,,,,42
12-03-2020,MT,1,34,,,,,,,,,,35
12-03-2020,NC,12,60,,,,,,,,,,72
12-03-2020,ND,1,12,,,,,,,,,,13
12-03-2020,NE,10,80,,,,,,,,,,90
12-03-2020,NH,6,94,,,,,,,,,,100
12-03-2020,NJ,30,74,,,,,,,,,1,104
12-03-2020,NM,5,155,,,,,,,,,,160
12-03-2020,NV,7,168,,,,,,,,,0,175
12-03-2020,NY,216,92,,,,,,,,,,308
12-03-2020,OH,5,30,,,,,,,,,,35
12-03-2020,OK,3,36,,,,,,,,,,39
12-03-2020,OR,19,286,,,,,,,,,,305
12-03-2020,PA,22,116,,,,,,,,,,138
12-03-2020,PA,22,116,,,,,,,,,,138
12-03-2020,RI,13,176,,,,,,,,,,189
12-03-2020,SC,10,48,,,,,,,,,,58
12-03-2020,SD,8,27,,,,,,,,,,35
12-03-2020,TN,18,79,,,,,,,,,,97
12-03-2020,TX,23,,,,,,,,,,,23
12-03-2020,UT,4,131,,,,,,,,,,135
12-03-2020,VA,17,117,,,,,,,,,,134
12-03-2020,VT,2,136,,,,,,,,,,138
12-03-2020,WA,1921,9723,,,,,,,,,44,11644
12-03-2020,WI,9,84,,,,,,,,,,93
12-03-2020,WI,9,84,,,,,,,,,,93
12-03-2020,WV,0,7,,,,,,,,,,7
12-03-2020,WY,1,,,,,,,,,,,1
13-03-2020,AK,1,59,,,,,,,,,0,60
13-03-2020,AL,1,11,,,,,,,,,,12
13-03-2020,AR,9,30,,,,,,,,,,39
13-03-2020,AZ,9,94,,22,,,,,,,0,103
13-03-2020,CA,202,916,,,,,,,,,4,1118
13-03-2020,CO,72,524,,,,,,,,,,596
13-03-2020,CT,6,99,,,,,,,,,,105
13-03-2020,DC,10,20,,,,,,,,,,30
13-03-2020,DE,4,30,,,,,,,,,0,34
13-03-2020,FL,50,478,,,,,,,,,2,528
13-03-2020,GA,42,,,,,,,,,,1,42
13-03-2020,HI,2,,,,,,,,,,,2
13-03-2020,HI,2,,,,,,,,,,,2
13-03-2020,IA,16,83,,,,,,,,,,99
13-03-2020,ID,0,131,,,,,,,,,,131
13-03-2020,IL,32,294,,,,,,,,,,326
13-03-2020,IN,12,61,,,,,,,,,,73
13-03-2020,KS,6,93,,,,,,,,,,99
13-03-2020,KY,11,107,,,,,,,,,,118
13-03-2020,LA,36,37,,,,,,,,,,73
13-03-2020,MA,23,,,,,,,,,,,23
13-03-2020,MD,17,94,,,,,,,,,,111
13-03-2020,ME,3,91,,,,,,,,,,94
13-03-2020,MI,945,133,,,,,,,,,,1078
13-03-2020,MI,945,133,,,,,,,,,,1078
13-03-2020,MN,62,541,,,,,,,,,,603
13-03-2020,MO,2,71,,,,,,,,,,73
13-03-2020,MS,4,41,,,,,,,,,,45
13-03-2020,MT,1,55,,,,,,,,,,56
13-03-2020,NC,15,86,,,,,,,,,,101
13-03-2020,ND,1,39,,,,,,,,,0,40
13-03-2020,NE,13,80,,,,,,,,,,93
13-03-2020,NH,6,94,,,,,,,,,,100
13-03-2020,NJ,50,97,,,,,,,,,1,147
13-03-2020,NM,10,190,,,,,,,,,,200
13-03-2020,NV,11,168,,,,,,,,,0,179
13-03-2020,NY,421,2779,,,,,,,,,,3200
13-03-2020,OH,13,50,,,,,,,,,,63
13-03-2020,OK,3,36,,,,,,,,,,39
13-03-2020,OR,30,337,,,,,,,,,,367
13-03-2020,PA,41,140,,,,,,,,,,181
13-03-2020,PA,41,140,,,,,,,,,,181
13-03-2020,RI,19,224,,,,,,,,,,243
13-03-2020,SC,12,75,,,,,,,,,,87
13-03-2020,SD,9,73,,,,,,,,,,82
13-03-2020,TN,26,116,,,,,,,,,,142
13-03-2020,TX,39,,,,,,,,,,,39
13-03-2020,UT,6,131,,,,,,,,,,137
13-03-2020,VA,30,117,,,,,,,,,,147
13-03-2020,VT,5,223,,,,,,,,,,228
13-03-2020,WA,2218,13660,,,,,,,,,47,15878
13-03-2020,WI,23,169,,,,,,,,,,192
13-03-2020,WI,23,169,,,,,,,,,,192
13-03-2020,WV,0,17,,,,,,,,,,17
13-03-2020,WY,1,,,,,,,,,,,1
14-03-2020,AK,1,143,,,,,,,,,0,144
14-03-2020,AL,6,22,,,,,,,,,,28
14-03-2020,AR,12,65,,,,,,,,,,77
14-03-2020,AZ,12,121,,26,,,,,,,0,133
14-03-2020,CA,252,916,,,,,,,,,5,1168
14-03-2020,CO,101,610,,,,,,,,,1,711
14-03-2020,CT,11,125,,,,,,,,,,136
14-03-2020,DC,10,49,,,,,,,,,,59
14-03-2020,DE,6,36,,,,,,,,,0,42
14-03-2020,FL,77,478,,,,,,,,,3,555
14-03-2020,GA,66,,,,,,,,,,1,66
14-03-2020,HI,2,,,,,,,,,,,2
14-03-2020,HI,2,,,,,,,,,,,2
14-03-2020,IA,17,83,,,,,,,,,,100
14-03-2020,ID,2,174,,,,,,,,,,176
14-03-2020,IL,46,316,,,,,,,,,,362
14-03-2020,IN,15,74,,,,,,,,,0,89
14-03-2020,KS,6,93,,,,,,,,,1,99
14-03-2020,KY,14,139,,,,,,,,,1,153
14-03-2020,LA,51,109,,,,,,,,,,160
14-03-2020,MA,38,,,,,,,,,,,38
14-03-2020,MD,26,94,,,,,,,,,,120
14-03-2020,ME,3,91,,,,,,,,,,94
14-03-2020,MI,1196,205,,,,,,,,,,1401
14-03-2020,MI,1196,205,,,,,,,,,,1401
14-03-2020,MN,90,847,,,,,,,,,,937
14-03-2020,MO,4,90,,,,,,,,,0,94
14-03-2020,MS,6,84,,,,,,,,,,90
14-03-2020,MT,5,103,,,,,,,,,,108
14-03-2020,NC,23,137,,,,,,,,,,160
14-03-2020,ND,1,54,,,,,,,,,0,55
14-03-2020,NE,14,80,,,,,,,,,,94
14-03-2020,NH,7,212,,,,,,,,,,219
14-03-2020,NJ,50,97,,,,,,,,,1,147
14-03-2020,NM,10,237,,,,,,,,,,247
14-03-2020,NV,20,168,,,,,,,,,0,188
14-03-2020,NY,524,2779,,,,,,,,,,3303
14-03-2020,OH,13,50,,,,,,,,,,63
14-03-2020,OK,4,36,,,,,,,,,,40
14-03-2020,OR,30,337,,,,,,,,,,367
14-03-2020,PA,47,205,,,,,,,,,,252
14-03-2020,PA,47,205,,,,,,,,,,252
